i,birth,death,dim,cavity,death_nodes
725,2008,2100,1,Cingulate gyrus;Superior sagittal sinus,
726,2008,2100,1,Gill;Vertebrate trachea,
727,2008,2012,1,Vertebrate trachea;Esophagus;Organ (anatomy);Pulmonary;Hyaline cartilage,Larynx
728,2008,2100,1,Vertebrate trachea;Exoskeleton,
729,2008,2100,1,Premotor cortex;Torso,
730,2009,2100,1,Aorta;Truncus arteriosus (embryology),
731,2009,2010,1,Peripheral nervous system;Human body;Zootomy;Cranial nerves;Spinal nerve,Vertebral column
732,2009,2100,1,Cranial nerves;Foramen,
733,2009,2100,1,Medulla oblongata;Vallecula,
734,2009,2100,1,Clivus (anatomy);Macula,
735,2009,2100,1,Bone;Olfaction,
736,2009,2013,1,Abdomen;Bone marrow;Vermiform appendix;Histology;Organ (anatomy);Tail of pancreas;Large intestine;Pancreas;Bone;Anatomy;Superior mesenteric artery;Liver;Mesentery;Immune system,Human anatomy
737,2009,2100,1,Bone;Trabecula,
738,2009,2010,1,Hypothalamus;Viscus;Nervous system;Bone;Thyroid gland,Endocrine system
739,2009,2013,1,Vagus nerve;Human body;Esophagus;Organ (anatomy);Oesophagus;Medulla oblongata;Sensory system;Accessory nerve,Nucleus ambiguus
740,2009,2019,1,Vagus nerve;Tongue;Human body;Esophagus;Pulmonary;Oesophagus;Neck;Heart;Hypoglossal nerve;Thyroid gland,Muscular triangle
741,2009,2010,1,Medulla oblongata;Tractus solitarius;Accessory nerve;Vagus nerve,Glossopharyngeal nerve
742,2009,2100,1,Auditory system;Telencephalon,
743,2009,2100,1,Muscle;Foramen,
744,2009,2100,1,Muscle;Sphincter,
745,2009,2100,1,Brain;Insular cortex,
746,2009,2100,1,Parietal lobe;Temporal lobe,
747,2009,2100,1,Spinothalamic tract;Postcentral gyrus,
748,2009,2100,1,Esophagus;Sphincter,
749,2009,2100,1,Spleen;Trabecula,
750,2009,2100,1,Paralysis;Telencephalon,
751,2009,2010,1,Prefrontal cortex;Superior temporal gyrus;Frontal lobe;Cerebral hemisphere;Temporal lobe;Broca's area;Brain;Middle cerebral artery;Gyrus,Inferior frontal gyrus
752,2009,2100,1,Entorhinal cortex;Olfactory striae,
753,2009,2100,1,Homology (biology);Striate cortex,
754,2009,2100,1,Anastomosis;Anterior inferior cerebellar artery,
755,2009,2100,1,Artery;Foramen,
756,2009,2100,1,Broca's area;Language center,
757,2009,2100,1,Frontal lobe;Olfactory striae,
758,2009,2100,1,Circle of Willis;Lateral striate artery,
759,2009,2100,1,Circle of Willis;Lenticulostriate artery,
760,2009,2100,1,Middle cerebral artery;Macula,
761,2009,2100,1,Rhinencephalon;Olfactory striae,
762,2009,2100,1,Postcentral gyrus;Gyrus,
763,2009,2100,1,External capsule;Periamygdaloid area,
764,2009,2100,1,Superior temporal gyrus;Preoccipital notch,
765,2009,2100,1,Visual cortex;Optic radiation,
766,2009,2100,1,Saccade;Striate cortex,
767,2009,2100,1,Calcarine fissure;Optic radiation,
768,2009,2100,1,Macula;Endolymph,
769,2009,2100,1,Hepatopancreatic ampulla;Sphincter,
770,2010,2100,1,Pubic symphysis;Pubis (bone),
771,2010,2100,1,Anatomical terms of location;Alimentary,
772,2010,2018,1,Human body;Sacrum;Pelvis;Tibia;Bone;Anatomical terms of location;Anatomy,Cancellous
773,2010,2016,1,Splenic artery;Celiac artery;Organ (anatomy);Tail of pancreas;Pancreas;Anatomical terms of location;Superior mesenteric artery;Abdominal aorta,Digestive system
774,2010,2100,1,Medulla oblongata;Axis (anatomy),
775,2010,2023,1,Dura mater;Abducent nerve;Subarachnoid space;Connective tissue;Brain;Bone;Superior orbital fissure,Lesser wing of sphenoid
776,2010,2012,1,Temporal bone;Ear;Connective tissue;Sphenoid bone;Brain;Bone;Superior orbital fissure;Sensory system,Human skull
777,2010,2013,1,Histology;Embryo;Dissection;Anatomy;Alimentary,Human anatomy
778,2010,2017,1,Axis (anatomy);Bone;Anatomical terms of location;Anatomy;Sacral vertebrae;Neural tube,Odontoid process
779,2010,2100,1,Bone;Epicondyle,
780,2010,2100,1,Bone;Labyrinth (inner ear),
781,2010,2100,1,Bone;Furcula,
782,2010,2100,1,Bone;Pubis (bone),
783,2010,2100,1,Cuneate nucleus;Dorsal root ganglion,
784,2010,2017,1,Axis (anatomy);Cervical vertebrae;Bone;Sacral vertebrae;Spinal nerve,Transverse process
785,2010,2018,1,Brachial plexus;Peripheral nervous system;Cranial nerves;Efferent nerve fiber;Spinal cord;Spinal nerve,Cervical spinal nerves
786,2010,2100,1,Spinal nerve;Ventral root,
787,2010,2100,1,Vagus nerve;Internal jugular vein,
788,2010,2100,1,Vagus nerve;Inferior cerebellar peduncle,
789,2010,2100,1,Pupil;Retinal artery,
790,2010,2100,1,Tendon;Hamstrings,
791,2010,2100,1,Achilles tendon;Calcaneus,
792,2010,2100,1,Muscle;Jacksonian seizure,
793,2010,2100,1,Muscle;Muscular atrophy,
794,2010,2100,1,Brain;Internal jugular vein,
795,2010,2012,1,Ethmoid bone;Connective tissue;Brain;Bone,Human skull
796,2010,2100,1,Brain;Corticomedial amygdala,
797,2010,2100,1,Clavicle;Furcula,
798,2010,2100,1,Adenoids;Maxilla,
799,2010,2019,1,Ethmoid bone;Bone;Human nose;Olfaction,Turbinate
800,2010,2019,1,Nasal bone;Bone;Human nose;Olfaction,Facial bone
801,2010,2012,1,Gray's Anatomy;Connective tissue;Maxilla;Brain;Bone;Sensory system;Mouth,Human skull
802,2010,2012,1,Organ (anatomy);Endocrine system;Pancreas;Brain;Neural,Hormone
803,2010,2100,1,Nervous system;Vagus ganglia,
804,2010,2100,1,Skin;Cerumen,
805,2010,2011,1,Neural crest cell;Organ (anatomy);Connective tissue;Skin,Epithelium
806,2010,2100,1,Motor neuron;Paracentral lobule,
807,2010,2100,1,Motor neuron;Triceps reflex,
808,2010,2013,1,Autonomic nervous system;Histology;Organ (anatomy);Nervous system;Brain;Anatomy;Alimentary,Human anatomy
809,2010,2018,1,Trigeminal nerve;Organ (anatomy);Embryo;Glossopharyngeal nerve;Bone;Muscle;Medulla oblongata;Orbit (anatomy);Lacrimal bone,Human mandible
810,2010,2100,1,Neurology;Ventral root,
811,2010,2100,1,Neurology;Visual fields,
812,2010,2100,1,Alimentary;Infarction,
813,2010,2016,1,Vagus nerve;Palatoglossus muscle;Esophagus;Tongue;Sensory system,Digestive system
814,2010,2011,1,Splenic artery;Tail of pancreas;Pancreas;Stomach;Anatomical terms of location,Splenic vein
815,2010,2100,1,Neocortex;Jacksonian seizure,
816,2010,2100,1,Hippocampus;Uncal cortex,
817,2010,2012,1,Sphenoid bone;Superior oblique muscle;Bone;Superior orbital fissure;Orbit (anatomy);Lacrimal bone,Human skull
818,2010,2100,1,Red nucleus;Dentatothalamic tract,
819,2010,2100,1,Ischemia;Ammon's horn,
820,2010,2100,1,Ischemia;Embolism,
821,2010,2100,1,Ischemia;Metathalamus,
822,2010,2013,1,Artery;Splenic artery;Pancreas;Aorta;Superior mesenteric artery;Blood,Celiac trunk
823,2010,2100,1,Alveus of the hippocampus;Horn (anatomy),
824,2010,2100,1,Temporal lobe;Projection fibers,
825,2010,2100,1,Temporal lobe;Cerebellar projection,
826,2010,2100,1,Amygdala;Uncal cortex,
827,2010,2100,1,Lateral ventricles;Geniculocalcarine tract,
828,2010,2100,1,Lateral ventricles;Meyer's loop,
829,2010,2100,1,Prefrontal cortex;Cerebellothalamic tract,
830,2010,2100,1,Homology (biology);Baculum,
831,2010,2100,1,Paresthesia;Jacksonian seizure,
832,2010,2100,1,Intravenous;Thrombus,
833,2010,2012,1,Ethmoid bone;Bone;Orbit (anatomy);Lacrimal bone,Human skull
834,2010,2100,1,Epicondyle;Anconeus,
835,2010,2100,1,Epicondyle;Hamstrings,
836,2010,2100,1,Anconeus;Brachial plexus,
837,2010,2100,1,Brachial plexus;Head of rib,
838,2010,2100,1,Inferior tibiofibular joint;Tibia,
839,2010,2100,1,Inferior tibiofibular joint;Synovial joint,
840,2010,2100,1,Tibia;Calf (anatomy),
841,2010,2100,1,Motor cortex;Dentatothalamic tract,
842,2010,2100,1,Internal jugular vein;Carotid sheath,
843,2010,2016,1,Lemniscus (anatomy);Projection fibers;Red nucleus;Medial longitudinal fasciculus,Corticopontine fibers
844,2010,2016,1,Lemniscus (anatomy);Cerebellar projection;Red nucleus;Medial longitudinal fasciculus,Corticopontine fibers
845,2010,2100,1,Anterior cranial fossa;Sphenoid bone,
846,2010,2019,1,Olfaction;Ethmoid bone;Olfactory cortex;Bone;Olfactory bulb,Turbinate
847,2010,2100,1,Trigeminal nerve;Corticomedial amygdala,
848,2010,2100,1,Collateral eminence;Collateral fissure,
849,2010,2100,1,Anterior perforated substance;Limen insulae,
850,2010,2100,1,Internal capsule;Geniculocalcarine tract,
851,2010,2100,1,Internal capsule;Meyer's loop,
852,2010,2100,1,Postcentral gyrus;Operculum (brain),
853,2010,2100,1,Postcentral gyrus;Dorsal trigeminothalamic tract,
854,2010,2100,1,Insular cortex;Limen insulae,
855,2010,2100,1,Ear;Greater occipital nerve,
856,2010,2100,1,Dentate nucleus;Cerebellothalamic tract,
857,2010,2012,1,Dentate nucleus;Red nucleus;Dentatothalamic tract;Cerebellothalamic tract,Brachium conjunctivum
858,2010,2011,1,Vascular system;Systole (medicine);Tricuspid valve;Aorta,Left atrium
859,2010,2100,1,Superior temporal gyrus;Limen insulae,
860,2010,2018,1,Organ (anatomy);Glossopharyngeal nerve;Bone;Muscle;Medulla oblongata;Tongue;Middle ear,Branchiomeric musculature
861,2010,2100,1,Labyrinth (inner ear);Proprioceptive,
862,2010,2020,1,Occipital lobe;Brain;Human eye;Retina;Sensory system;Geniculocalcarine tract,Visual perception
863,2010,2020,1,Occipital lobe;Brain;Human eye;Retina;Sensory system;Meyer's loop,Visual perception
864,2010,2100,1,Pontine nuclei;Projection fibers,
865,2010,2016,1,Cerebellar projection;Projection fibers;Red nucleus;Pontine nuclei,Corticopontine fibers
866,2010,2100,1,Central tegmental tract;Operculum (brain),
867,2010,2100,1,Calcarine fissure;Collateral fissure,
868,2010,2100,1,Central sulcus;Operculum (brain),
869,2010,2100,1,Centrum semiovale;Projection fibers,
870,2010,2100,1,Projection fibers;Cochlear nerve,
871,2010,2100,1,Cerebellar projection;Cochlear nerve,
872,2010,2100,1,Cilium;Pulmonary,
873,2010,2100,1,Foramen;Ostium (disambiguation),
874,2010,2100,1,Pubis (bone);Pubic hair,
875,2010,2100,1,Pubis (bone);Pulmonary,
876,2010,2100,1,Macular sparing;Visual fields,
877,2011,2100,1,Pubic symphysis;Mons pubis,
878,2011,2020,1,Internal jugular vein;Internal carotid artery;Vagus nerve;Esophagus;Common carotid artery;Aorta,Carotid bifurcation
879,2011,2100,1,Internal carotid artery;Carotid groove,
880,2011,2100,1,Superior orbital fissure;Superior ophthalmic vein,
881,2011,2100,1,Oculomotor nucleus;Oculomotor nerve,
882,2011,2012,1,Oculomotor nerve;Oculomotor nucleus;Trochlear nucleus;Medial longitudinal fasciculus;Red nucleus,Tegmentum
883,2011,2020,1,Third ventricle;Metathalamus;Oculomotor nerve;Oculomotor nucleus;Cranial nerve nuclei;Embryo;Trochlear nucleus;Fourth ventricle;Medial longitudinal fasciculus;Pons;Brainstem;Basal ganglia,Midbrain
884,2011,2100,1,Embryo;Olfactory nerve,
885,2011,2013,1,Oculomotor nerve;Abducens nerve;Trochlear nucleus;Diplopia;Medial longitudinal fasciculus,Doll's eyes phenomenon
886,2011,2012,1,Oculomotor nerve;Abducens nerve;Diplopia;Medial rectus muscle;Lateral rectus muscle,Extraocular muscles
887,2011,2100,1,Fabella;Tendon,
888,2011,2013,1,Tendon;Fabella;Organ (anatomy);Sesamoid bone;Bone;Anatomy,Human anatomy
889,2011,2012,1,Subarachnoid space;Connective tissue;Brain;Frontal bone;Bone,Human skull
890,2011,2100,1,Cervical vertebrae;Alar ligament,
891,2011,2100,1,Spinal nerve;Anterior root,
892,2011,2100,1,Spinal nerve;Dermatome (anatomy),
893,2011,2100,1,Brainstem;Lateral recess,
894,2011,2100,1,Brainstem;Medial forebrain bundle,
895,2011,2012,1,Oculomotor nerve;Accommodation reflex;Ciliary muscle;Human eye;Medial rectus muscle;Orbit (anatomy),Ciliary ganglion
896,2011,2015,1,Sphenoid bone;Optic foramen;Superior oblique muscle;Optic nerve;Superior orbital fissure,Optic canal
897,2011,2100,1,Interneuron;Rod cells,
898,2011,2100,1,Myelin;Meissner's corpuscle,
899,2011,2100,1,Process (anatomy);Synovial joint,
900,2011,2100,1,Process (anatomy);Cilium,
901,2011,2100,1,Tonsil;Pharyngeal tonsil,
902,2011,2100,1,Human nose;Respiratory system,
903,2011,2100,1,Human nose;Pharyngeal tonsil,
904,2011,2100,1,Maxilla;Nasolacrimal duct,
905,2011,2100,1,Maxilla;Pharyngeal tonsil,
906,2011,2012,1,Endocrine gland;Organ (anatomy);Brain;Pineal gland,Hormone
907,2011,2100,1,Kidney;Peritoneum,
908,2011,2100,1,Dorsal root ganglion;Spinocervical pathway,
909,2011,2016,1,Histology;Organ (anatomy);Soft palate;Embryo;Glossopharyngeal nerve;Bone;Anatomy;Tongue;Sensory system;Alimentary,Digestive system
910,2011,2100,1,Sensory system;Olfactory nerve,
911,2011,2016,1,Dermatome (anatomy);Nervous system;Cranial nerves;Efferent nerve fiber;Muscle;Skin;Spinal nerve,Innervate
912,2011,2100,1,Skin;Meissner's corpuscle,
913,2011,2100,1,Skin;Pacinian corpuscle,
914,2011,2017,1,Axon;Alpha motor neurons;Muscle spindle;Efferent nerve fiber;Muscle,Gamma motoneurons
915,2011,2100,1,Agger nasi;Lacrimal bone,
916,2011,2100,1,Agger nasi;Frontal sinus,
917,2011,2018,1,Nasolacrimal duct;Bone;Maxilla;Lacrimal bone,Nasolacrimal canal
918,2011,2100,1,Neurology;Anterior root,
919,2011,2013,1,Esophagus;Organ (anatomy);Muscle;Peristalsis,Human anatomy
920,2011,2100,1,Stomach;Antrum,
921,2011,2016,1,Abdomen;Vagus nerve;Thorax;Esophagus;Soft palate;Organ (anatomy);Pancreas;Bone;Aorta;Anatomy;Superior mesenteric artery;Tongue;Sensory system;Mouth,Digestive system
922,2011,2100,1,Pancreas;Pacinian corpuscle,
923,2011,2100,1,Liver;Gastrohepatic ligament,
924,2011,2100,1,Pharynx;Mandibular nerve,
925,2011,2013,1,Trigeminal nerve;Maxillary nerve;Sphenoid bone;Maxilla;Pharynx;Bone;Superior orbital fissure;Orbit (anatomy);Mandibular nerve,Zygomatic nerve
926,2011,2016,1,Endocrine gland;Vagus nerve;Connective tissue;Vocal folds;Recurrent laryngeal nerve;Blood;Thyroid gland,Cutaneous
927,2011,2100,1,Connective tissue;Meissner's corpuscle,
928,2011,2100,1,Connective tissue;Pacinian corpuscle,
929,2011,2100,1,Peritoneum;Cardiac,
930,2011,2100,1,Parietal cell;Epithelium,
931,2011,2100,1,Hypothalamus;Atrium (anatomy),
932,2011,2100,1,Hypothalamus;Left atrium,
933,2011,2100,1,Hypothalamus;Right atrium,
934,2011,2100,1,Alpha motor neurons;Motor unit,
935,2011,2100,1,Alpha motor neurons;Superior oblique muscle,
936,2011,2100,1,Alpha motor neurons;Cervical enlargement,
937,2011,2100,1,Alpha motor neurons;Ischemia,
938,2011,2100,1,Alpha motor neurons;Paralysis,
939,2011,2100,1,Neck;Omohyoid muscle,
940,2011,2100,1,Neuron;Foreskin,
941,2011,2100,1,Gray matter;Emboliform nucleus,
942,2011,2100,1,Reticular formation;Hypothalamotegmental tract,
943,2011,2100,1,Synapse;Rod cells,
944,2011,2100,1,Ischemia;Atrium (anatomy),
945,2011,2100,1,Ischemia;Left atrium,
946,2011,2100,1,Ischemia;Right atrium,
947,2011,2100,1,Paralysis;Paresis,
948,2011,2100,1,Capillary;Tela choroidae,
949,2011,2100,1,Substantia innominata;Basal forebrain,
950,2011,2100,1,Horn (anatomy);Keratin,
951,2011,2100,1,Septal nuclei;Lamina terminalis,
952,2011,2100,1,Septal nuclei;Medial forebrain bundle,
953,2011,2100,1,Olfaction;Epithelium,
954,2011,2100,1,Homology (biology);Quadratojugal,
955,2011,2100,1,Homology (biology);Foreskin,
956,2011,2100,1,Nucleus accumbens;Basal forebrain,
957,2011,2018,1,Trigeminal nerve;Organ (anatomy);Embryo;Pharynx;Glossopharyngeal nerve;Tympanic cavity;Bone;Muscle;Tensor veli palatini;Tongue;Middle ear;Mandibular nerve,Pharyngotympanic tube
958,2011,2021,1,Hand;Zootomy;Histology;Organ (anatomy);Sesamoid bone;Bone;Anatomy,List of human anatomical features
959,2011,2100,1,Brachial plexus;Phrenic nerve,
960,2011,2100,1,Vein;Facial vein,
961,2011,2100,1,Synovial joint;Joint capsule,
962,2011,2019,1,Ansa cervicalis;Cervical plexus;Neck;Omohyoid muscle;Hypoglossal nerve,Infrahyoid
963,2011,2100,1,Nerve;Phrenic nerve,
964,2011,2100,1,Cervical plexus;Phrenic nerve,
965,2011,2100,1,Internal jugular vein;Inferior petrosal sinus,
966,2011,2022,1,Internal carotid artery;Artery;Internal jugular vein;Facial vein;Common carotid artery;Vein,Superior jugular bulb
967,2011,2100,1,Anterior cerebral artery;Paresis,
968,2011,2100,1,Anterior choroidal artery;Tela choroidae,
969,2011,2100,1,Olfactory tract;Olfactory nerve,
970,2011,2012,1,Subarachnoid space;Gray's Anatomy;Brain;Frontal bone;Sensory system,Human skull
971,2011,2024,1,Maxillary nerve;Sphenoid bone;Maxilla;Bone;Tensor veli palatini;Superior orbital fissure;Mandibular nerve,Greater wing of sphenoid
972,2011,2100,1,Optic foramen;Sympathetic nerve,
973,2011,2013,1,Olfactory system;Human nose;Olfaction;Ethmoid bone;Olfactory cortex;Olfactory nerve;Olfactory bulb,Cribriform plate
974,2011,2100,1,Rostrum of corpus callosum;Lamina terminalis,
975,2011,2100,1,Subcallosal gyrus;Lamina terminalis,
976,2011,2100,1,Pinna (anatomy);Scar,
977,2011,2022,1,Internal jugular vein;Brachiocephalic vein;Vagus nerve;Circulatory system;Superior vena cava;Heart,Jugular
978,2011,2100,1,Nodule (medicine);Vocal folds,
979,2011,2100,1,Nodule (medicine);Keloid,
980,2011,2100,1,Archipallium;Pyriform cortex,
981,2011,2100,1,Archipallium;Pyriform lobe,
982,2011,2100,1,Sympathetic nervous system;Phrenic nerve,
983,2011,2100,1,Vocal folds;Puberty,
984,2011,2017,1,Organ (anatomy);Connective tissue;Vocal folds;Skin;Keratin,Squamous
985,2011,2100,1,Vocal folds;Cilium,
986,2011,2020,1,Internal jugular vein;Vertebrate trachea;Vagus nerve;Brachiocephalic vein;Esophagus,Carotid bifurcation
987,2011,2100,1,Atrium (anatomy);Septum primum,
988,2011,2017,1,Endocrine gland;Inferior vena cava;Left atrium;Zootomy;Organ (anatomy);Septum primum;Embryo;Aorta;Blood;Liver;Neural tube,Foetus
989,2011,2100,1,External capsule;Basal forebrain,
990,2011,2100,1,Tympanic membrane;Tensor veli palatini,
991,2011,2100,1,Maxillary nerve;Palate,
992,2011,2100,1,Maxillary nerve;Sinus (anatomy),
993,2011,2100,1,Vertebral column;Crus of diaphragm,
994,2011,2100,1,Vertebral column;Levator scapulae muscle,
995,2011,2100,1,Forebrain;Lamina terminalis,
996,2011,2100,1,Epithelium;Organ of Corti,
997,2011,2100,1,Diencephalon;Germ layer,
998,2011,2100,1,Premotor cortex;Ventral lateral nucleus of thalamus,
999,2011,2018,1,Trigeminal nerve;Palate;Organ (anatomy);Soft palate;Embryo;Pharynx;Glossopharyngeal nerve;Bone;Tensor veli palatini;Muscle;Tongue;Mouth,Branchiomeric musculature
1000,2011,2012,1,Glossopharyngeal nerve;Tongue;Sensory system;Soft palate,Taste buds
1001,2011,2100,1,Glossopharyngeal nerve;Carotid body,
1002,2011,2100,1,Keratin;Oesophagus,
1003,2011,2100,1,Exoskeleton;Integument,
1004,2011,2100,1,Phrenic nerve;Rexed's laminae,
1005,2011,2100,1,Organelle;Rod cells,
1006,2011,2100,1,Crus of diaphragm;Ligament of Treitz,
1007,2011,2100,1,Proprioceptive;Joint capsule,
1008,2011,2100,1,Meissner's corpuscle;Finger,
1009,2011,2100,1,Olfactory nerve;Olfactory mucosa,
1010,2011,2100,1,Forceps major;Lamina terminalis,
1011,2011,2100,1,Lamina terminalis;Genu of corpus callosum,
1012,2011,2100,1,Lamina terminalis;Splenium of the corpus callosum,
1013,2011,2100,1,Neutral spine;Patellar tendon reflex,
1014,2012,2100,1,Celiac artery;Celiac ganglion,
1015,2012,2100,1,Fourth ventricle;Brachium conjunctivum,
1016,2012,2100,1,Anatomical terms of location;Larynx,
1017,2012,2100,1,Internal carotid artery;Carotid canal,
1018,2012,2100,1,Internal carotid artery;Ophthalmic artery,
1019,2012,2100,1,Embryo;Bipolar cells of the retina,
1020,2012,2100,1,Embryo;Terminal sulcus (heart),
1021,2012,2018,1,Axon;Peripheral nervous system;Autonomic nervous system;Neuron;Cranial nerve nuclei;Oculomotor nucleus;Oculomotor nerve;Ganglion;Ciliary muscle;Ciliary ganglion;Cranial nerves;Human eye;Spinal cord,Parasympathetic;Edinger-westphal nucleus
1022,2012,2100,1,Cerebellum;Brachium conjunctivum,
1023,2012,2100,1,Vestibulocochlear nerve;Bipolar cells of the retina,
1024,2012,2100,1,Oculomotor nerve;Interpeduncular fossa,
1025,2012,2100,1,Process (anatomy);Acromion,
1026,2012,2015,1,Synovial joint;Bone;Human skull;Process (anatomy),Vertebra
1027,2012,2100,1,Process (anatomy);Bipolar cells of the retina,
1028,2012,2100,1,Human nose;Glabella,
1029,2012,2013,1,Infraorbital groove;Maxilla;Human skull;Superior orbital fissure,Infraorbital foramen
1030,2012,2100,1,Lateral semicircular canal;Coronal plane,
1031,2012,2100,1,Lateral semicircular canal;Ear,
1032,2012,2100,1,Lateral semicircular canal;Kinocilium,
1033,2012,2100,1,Adrenal gland;Celiac ganglion,
1034,2012,2100,1,Ganglion;Postganglionic neuron,
1035,2012,2100,1,Thalamus;Fields of Forel,
1036,2012,2016,1,Spinothalamic tract;Medial lemniscus;Medulla oblongata;Pons;Periaqueductal gray;Brainstem,Mesencephalon
1037,2012,2017,1,Third ventricle;Autonomic nervous system;Oculomotor nerve;Oculomotor nucleus;Cranial nerve nuclei;Fourth ventricle;Medulla oblongata;Pons;Periaqueductal gray,Brain stem
1038,2012,2100,1,Alar ligament;Human skull,
1039,2012,2100,1,Human skull;Sinus (anatomy),
1040,2012,2100,1,Human skull;Fenestra (anatomy),
1041,2012,2100,1,Human skull;Glabella,
1042,2012,2100,1,Human skull;Dental cavities,
1043,2012,2020,1,Vagus nerve;Esophagus;Celiac ganglion;Aorta;Stomach,Diaphragm (anatomy)
1044,2012,2100,1,Pharynx;Occipital bone,
1045,2012,2013,1,Abdomen;Thorax;Inferior mesenteric artery;Viscus;Rectum;Aorta;Anatomy,Human anatomy
1046,2012,2013,1,Abdomen;Thorax;Inferior mesenteric artery;Rectum;Viscera;Aorta;Anatomy,Human anatomy
1047,2012,2100,1,Intestinal villus;Epithelium,
1048,2012,2100,1,Spleen;Lymphatic vessels,
1049,2012,2017,1,Connective tissue;Spinal cord;Peritoneum;Body cavity,Squamous
1050,2012,2100,1,Allantois;Urachus,
1051,2012,2023,1,Internal carotid artery;Abducent nerve;Optic foramen;Superior oblique muscle;Ophthalmic artery;Optic nerve;Superior orbital fissure,Lesser wing of sphenoid
1052,2012,2100,1,Nucleus (neuroanatomy);Periaqueductal gray,
1053,2012,2100,1,Rubrospinal tract;Brachium conjunctivum,
1054,2012,2100,1,Ischemia;Paraesthesia,
1055,2012,2100,1,Pulmonary alveolus;Trabecula,
1056,2012,2100,1,Alveus of the hippocampus;Periaqueductal gray,
1057,2012,2100,1,Periaqueductal gray;Vertebral column,
1058,2012,2100,1,Periaqueductal gray;Enkephalin,
1059,2012,2100,1,Locus coeruleus;Brachium conjunctivum,
1060,2012,2100,1,Septum;Body cavity,
1061,2012,2100,1,Olfaction;Bipolar cells of the retina,
1062,2012,2100,1,Anaesthesia;Auscultation,
1063,2012,2100,1,Anaesthesia;Paraesthesia,
1064,2012,2018,1,Peripheral nervous system;Autonomic nervous system;Trigeminal nerve;Submandibular ganglion;Cranial nerves;Mandibular nerve,Parasympathetic
1065,2012,2018,1,Lingual nerve;Trigeminal nerve;Facial nerve;Cranial nerves;Mandibular nerve,Parasympathetic
1066,2012,2014,1,Temporal bone;Subarachnoid space;Cerebrum;Occipital lobe;Occipital bone;Human skull,Diaphragma sellae
1067,2012,2100,1,Anastomosis;Fistula,
1068,2012,2016,1,Abdomen;Chyle;Thorax;Small intestine;Organ (anatomy);Aorta;Anatomy;Superior mesenteric artery;Lymphatic system,Digestive system
1069,2012,2100,1,Extraocular muscles;Sphenoid bone,
1070,2012,2100,1,Extraocular muscles;Ophthalmic artery,
1071,2012,2100,1,Nerve;Celiac ganglion,
1072,2012,2017,1,Middle cranial fossa;Temporal bone;Sphenoid bone;Carotid canal,Petrous bone
1073,2012,2015,1,Superior oblique muscle;Ophthalmic artery;Optic nerve;Optic foramen,Optic canal
1074,2012,2100,1,Interventricular foramina (neural anatomy);Hemiparesis,
1075,2012,2100,1,Septum pellucidum;Diagonal band,
1076,2012,2100,1,Rhinencephalon;Paraterminal gyrus,
1077,2012,2100,1,Anterior perforated substance;Diagonal band,
1078,2012,2100,1,Pinna (anatomy);Scaphoid fossa,
1079,2012,2100,1,Ear;Semicircular canal,
1080,2012,2100,1,External auditory meatus;Auriculotemporal nerve,
1081,2012,2100,1,Quadrate bone;Quadratojugal,
1082,2012,2100,1,Basal forebrain;Diagonal band,
1083,2012,2100,1,Epithelium;Rhomboid fossa,
1084,2012,2100,1,Epithelium;Cyst,
1085,2012,2100,1,Epithelium;Lymphatic vessels,
1086,2012,2100,1,Epithelium;Smegma,
1087,2012,2100,1,Bipolar cells of the retina;Semicircular canal,
1088,2012,2100,1,Semicircular canal;Kinocilium,
1089,2012,2100,1,Spinocerebellar tract;Cuneocerebellar fibers,
1090,2012,2100,1,Zygomatic bone;Cheek,
1091,2012,2100,1,Cheek;Taste buds,
1092,2012,2100,1,Cheek;Taste pore,
1093,2012,2100,1,Synovial fluid;Bursa (anatomy),
1094,2012,2100,1,Plexus;Inferior thyroid vein,
1095,2012,2020,1,Thoracic aorta;Celiac ganglion;Aorta;Vertebral column;Crus of diaphragm,Diaphragm (anatomy)
1096,2012,2100,1,Body cavity;Vascular system,
1097,2012,2100,1,Ophthalmic artery;Retinal artery,
1098,2012,2100,1,Urinary bladder;Urachus,
1099,2012,2100,1,Dermatome (anatomy);Paraesthesia,
1100,2012,2100,1,Choroid;Vorticosae,
1101,2012,2100,1,Corpuscle (disambiguation);Pacinian corpuscle,
1102,2012,2018,1,Subarachnoid space;Ethmoid bone;Olfactory nerve;Human skull;Crista galli,Falx cerebri
1103,2012,2100,1,Inguinal ligament;Extraperitoneal,
1104,2012,2100,1,Dermis;Lymphatic vessels,
1105,2012,2100,1,Foreskin;Smegma,
1106,2012,2100,1,Lamina terminalis;Paraterminal gyrus,
1107,2013,2100,1,Anatomical terms of location;Anterior pituitary,
1108,2013,2100,1,Facial nerve;Zygomaticus major muscle,
1109,2013,2100,1,Subarachnoid space;Pituitary gland,
1110,2013,2100,1,Subarachnoid space;Metastatic lesion,
1111,2013,2100,1,Embryo;Epidermis (skin),
1112,2013,2100,1,Embryo;Metastatic lesion,
1113,2013,2014,1,Oculomotor nucleus;Posterior commissure;Medial longitudinal fasciculus;Periaqueductal gray;Tegmentum,Superior colliculus
1114,2013,2100,1,Bone;Metastatic lesion,
1115,2013,2100,1,Axon;Vesicle (biology),
1116,2013,2023,1,Dura mater;Abducent nerve;Oculomotor nerve;Tentorium cerebelli;Superior orbital fissure,Lesser wing of sphenoid
