i,birth,death,dim,cavity,death_nodes
341,1985,2023,1,Tornado;Convection;Thunderstorm;North Atlantic tropical cyclone;Tropical cyclogenesis;Troposphere,Tropical waves
342,1985,2100,1,Inversion (meteorology);Aurora (astronomy),
343,1987,2100,1,Meteorological Service of Canada;Canadian Hurricane Centre,
344,1989,2100,1,Atmospheric Radiation Measurement;Nephology,
345,1990,2100,1,National Oceanic and Atmospheric Administration;Chemtrail theory,
346,1990,2100,1,Chemtrail theory;Climate engineering,
347,1990,2100,1,Chemtrail theory;High Frequency Active Auroral Research Program,
348,1990,2100,1,High Frequency Active Auroral Research Program;D region,
349,1992,2100,1,World Meteorological Organization;Uv index,
350,1992,2100,1,The Weather Channel;Uv index,
351,1997,2100,1,Stratosphere;List of observatories,
352,1997,2100,1,Water vapor;List of observatories,
353,1997,2100,1,Infrared;List of observatories,
354,1997,2100,1,Ultraviolet;List of observatories,
355,1997,2100,1,Sunspot;List of observatories,
356,1997,2100,1,Solar and Heliospheric Observatory;List of observatories,
357,1997,2100,1,National Solar Observatory;List of observatories,
358,2001,2100,1,Radiation;Mars Radiation Environment Experiment,
359,2001,2100,1,Magnetosphere;Mars Radiation Environment Experiment,
360,2002,2100,1,Tornado;European Severe Storms Laboratory,
361,2003,2100,1,Greenhouse gas;Climate Group,
362,2005,2017,1,Tornado;Ice storm;Hail;Blizzard;Thunderstorm;North Atlantic tropical cyclone;Atlantic hurricane season;Freezing rain;Storm;Tropical cyclogenesis,Tropical cyclone
363,2005,2019,1,Meteorology;Cloud base;Cloud;Weather forecasting;Atmospheric pressure,List of meteorological phenomena
364,2005,2100,1,Cloud base;Nephology,
365,2005,2100,1,Cloud base;Cloud suck,
366,2005,2020,1,Ozone layer;Ozone depletion;Atmosphere;Nephology;Stratosphere;Climate Monitoring and Diagnostics Laboratory;National Oceanic and Atmospheric Administration;Troposphere,Earth's atmosphere
367,2005,2019,1,Meteorology;Atlantic hurricane season;Climate;Climatology;Snow;Storm;Ice,List of meteorological phenomena
368,2006,2100,1,Cloud;Mist,
369,2006,2019,1,Meteorology;Level of free convection;Cloud;Temperature;Lifted condensation level,List of meteorological phenomena
370,2006,2100,1,National Oceanic and Atmospheric Administration;Climate Diagnostics Center,
371,2006,2100,1,World Meteorological Organization;Nimbus cloud,
372,2006,2022,1,Meteorology;Cloud;Mist;Nephology,Precipitation
373,2007,2024,1,Convective temperature;Lifted index;Cloud;Temperature;Troposphere,Free convective layer
374,2007,2100,1,Extreme weather;National Climatic Data Center,
375,2007,2100,1,Extreme weather;European Severe Storms Laboratory,
376,2007,2100,1,Mist;Smoke,
377,2008,2019,1,National Weather Service;Meteorology;Cloud;Weather;Weather forecasting;Anticyclone,List of meteorological phenomena
378,2008,2019,1,Meteorology;Temperature;Weather;Weather forecasting;Surface weather analysis,List of meteorological phenomena
379,2008,2100,1,Weather;Canada Weather Extremes,
380,2008,2100,1,Climate change;Mesopause,
381,2008,2100,1,Fire whirl;Mesocyclone,
382,2008,2019,1,Fire whirl;Meteorology;Atmospheric convection;Mesocyclone;Wind;Convective inhibition,List of meteorological phenomena
383,2008,2100,1,Fire whirl;Smoke,
384,2008,2100,1,Freezing rain;Winter Weather Advisory,
385,2008,2019,1,National Weather Service;Meteorology;Heavy snow warning;Climate;Weather;Weather forecasting;Snow;Anticyclone;Ice,List of meteorological phenomena
386,2008,2100,1,Heavy snow warning;Meteorological Service of Canada,
387,2008,2100,1,Mesonet;1999 Oklahoma tornado outbreak,
388,2008,2100,1,Snow;Winter Weather Advisory,
389,2008,2100,1,Meteorological Service of Canada;Winter Weather Advisory,
390,2009,2100,1,Cloud;Sky,
391,2009,2019,1,Polar low;Cold-core low;Weather;Polar vortex;Troposphere,List of meteorological phenomena
392,2009,2019,1,Tornado;Subtropical cyclone;Atlantic hurricane season;Cold-core low;Weather;Storm,List of meteorological phenomena
393,2009,2019,1,Meteorology;Weather;Weather forecasting;Mesoscale meteorology;Convective inhibition,List of meteorological phenomena
394,2009,2100,1,Drought;Growing degree day,
395,2009,2100,1,Lightning;Sky,
396,2009,2019,1,Line echo wave pattern;Weather radar;Weather;Weather forecasting;Mesoscale meteorology,List of meteorological phenomena
397,2009,2019,1,Meteorology;Weather;Weather forecasting;Mesonet;Mesoscale meteorology,List of meteorological phenomena
398,2009,2019,1,Meteorology;Hail;Atmospheric convection;Weather;Weather forecasting;Mesoscale meteorology;Mesoscale convective complex;Convective inhibition,List of meteorological phenomena
399,2009,2019,1,Mesoscale meteorology;Cold-core low;Polar low;Weather,List of meteorological phenomena
400,2009,2100,1,Rainbow;Sky,
401,2009,2100,1,List of weather instruments;List of weather records,
402,2009,2100,1,List of weather instruments;Temperature extremes,
403,2009,2100,1,Growing degree day;Heating degree day,
404,2010,2100,1,Night sky;Polar circle,
405,2011,2100,1,Global warming;Sea surface temperature,
406,2011,2019,1,Gustnado;Meteorology;Cloud;Baroclinity,List of meteorological phenomena
407,2011,2100,1,Numerical weather prediction;Sea surface temperature,
408,2011,2100,1,Snow;Sea surface temperature,
409,2011,2023,1,Meteorology;Subtropical cyclone;North Atlantic tropical cyclone;Atlantic hurricane season;Temperature;Weather;Weather forecasting;Sea surface temperature;Storm;Tropical cyclogenesis,Low pressure area
410,2011,2100,1,Weather satellite;Sea surface temperature,
411,2011,2100,1,Sea surface temperature;Atmospheric Model Intercomparison Project,
412,2011,2100,1,Sea surface temperature;Galveston Hurricane of 1900,
413,2012,2019,1,Meteorology;Thunderstorm;Evaporation;Cloud;Weather;Weather forecasting;Hydrology;Dew;Water vapor;Frost;Troposphere,List of meteorological phenomena
414,2013,2019,1,Meteorology;Anabatic wind;Thunderstorm;Temperature;Weather;Weather forecasting;Dew point;Troposphere,List of meteorological phenomena
415,2013,2019,1,Humidity;Meteorology;Climate;Temperature;Dew;Dew point,List of meteorological phenomena
416,2013,2100,1,Dew point;Temperature extremes,
417,2013,2019,1,Meteorology;Humidity;Capping inversion;Fog;Climate;Convective instability,List of meteorological phenomena
418,2013,2100,1,Humidity;Mist,
419,2013,2100,1,Humidity;Controlled atmosphere,
420,2013,2100,1,Humidity;Solar greenhouse (technical),
421,2013,2100,1,Rain;Rainforest,
422,2013,2100,1,Oxygen;Rainforest,
423,2014,2019,1,Meteorology;Tephigram;Temperature;Weather;Weather forecasting,List of meteorological phenomena
424,2014,2100,1,Atmospheric pressure;Density altitude,
425,2014,2019,1,Tephigram;Meteorology;Convective available potential energy;Temperature,List of meteorological phenomena
426,2014,2019,1,Convective instability;Meteorology;Tephigram;Temperature,List of meteorological phenomena
427,2014,2100,1,Dew point;Microclimate,
428,2014,2019,1,Relative humidity;Dew point;Heat index;Temperature,List of meteorological phenomena
429,2014,2100,1,Humidity;Density altitude,
430,2014,2017,1,Tornado;Gustnado;Atmospheric convection;Cloud base;Relative humidity;Lifted condensation level;Dew point,Dew point depression
431,2014,2019,1,Meteorology;Numerical weather prediction;Relative humidity;Temperature;Weather forecasting;Dew point,List of meteorological phenomena
432,2014,2019,1,Orographic lift;Meteorology;Relative humidity;Cloud;Temperature;Dew point,List of meteorological phenomena
433,2014,2019,1,Wet-bulb temperature;Relative humidity;Dew point;Temperature,List of meteorological phenomena
434,2014,2100,1,Relative humidity;Chemtrail theory,
435,2014,2100,1,Relative humidity;Mist,
436,2014,2100,1,Urban heat island;Microclimate,
437,2015,2100,1,Hydrology;Climate modeller,
438,2015,2100,1,Global warming;Climate model,
439,2015,2020,1,Meteorology;Climate modeller;Climatology;Climate;Atmospheric physics;Weather;Weather forecasting;Radiation;Infrared;Radiation budget;Troposphere,Earth's atmosphere
440,2015,2100,1,Atmospheric pressure;Solar heating,
441,2015,2100,1,Moisture;Climatic Regions of India,
442,2015,2100,1,Moisture;Dry-bulb temperature,
443,2015,2100,1,Moisture;Solar heating,
444,2015,2100,1,National Center for Atmospheric Research;Climate modeller,
445,2015,2100,1,Numerical weather prediction;Parametrization (climate),
446,2015,2100,1,Relative humidity;Climate model,
447,2015,2100,1,Relative humidity;Climate modeller,
448,2015,2100,1,Atmospheric thermodynamics;Parametrization (climate),
449,2015,2100,1,Water vapor;Parametrization (climate),
450,2015,2100,1,Evaporation;Climatic Regions of India,
451,2015,2100,1,World Meteorological Organization;Climate modeller,
452,2015,2100,1,Convection;Solar heating,
453,2015,2100,1,Cumulus cloud;Parametrization (climate),
454,2015,2020,1,Geophysical Fluid Dynamics Laboratory;Tropical cyclone prediction model;Climate modeller;Weather;Sea surface temperature;National Oceanic and Atmospheric Administration;Troposphere,Earth's atmosphere
455,2015,2100,1,Radiation;Dry-bulb temperature,
456,2015,2100,1,Atmospheric Radiation Measurement;Climate modeller,
457,2015,2100,1,Greenhouse gas;Climate modeller,
458,2015,2100,1,Climate model;Climatic Research Unit,
459,2015,2100,1,Climate modeller;Solar constant,
460,2015,2100,1,Climate modeller;Climateprediction.net,
461,2015,2100,1,Climatic Regions of India;Humid continental climate,
462,2016,2019,1,Anticyclone;Sunlight;Weather;Haze,List of meteorological phenomena
463,2016,2018,1,Capping inversion;Subtropical cyclone;Thunderstorm;Atlantic hurricane season;Fog;Weather;Anticyclone;Storm;Haze,Surface temperature inversion
464,2016,2019,1,National Weather Service;Heavy snow warning;Weather;Anticyclone;Snow;Sunlight;Haze,List of meteorological phenomena
465,2016,2100,1,Haze;Mist,
466,2016,2100,1,Haze;Cloud condensation nuclei,
467,2017,2018,1,Subtropical cyclone;Atlantic hurricane season;Climate;Weather;Anticyclone;Tropical cyclogenesis;Tropical cyclone,Extratropical cyclone
468,2017,2019,1,Moisture;Dew point depression;Temperature;Dew;Dew point,List of meteorological phenomena
469,2017,2019,1,Meteorology;Tropical cyclone;Climate;Weather;Weather forecasting;Extreme weather;Drought,List of meteorological phenomena
470,2017,2019,1,Meteorology;Weather forecasting;Synoptic scale meteorology;Atmospheric pressure;Geostrophic wind,List of meteorological phenomena
471,2017,2100,1,Haze;Eolian processes,
472,2017,2100,1,Tropical cyclone;Bomb (meteorology),
473,2017,2100,1,Tropical cyclone;Canadian Hurricane Centre,
474,2017,2019,1,Meteorology;Climate;Tropical cyclone;Tropical cyclone prediction model,Storm surge
475,2017,2100,1,Tropical cyclone;Ocean Prediction Center,
476,2017,2100,1,Tropical cyclone;Temperature extremes,
477,2017,2019,1,Surface weather analysis;Meteorology;Temperature;Synoptic scale meteorology,List of meteorological phenomena
478,2018,2019,1,Meteorology;Blizzard;Atlantic hurricane season;Climatology;Weather;Weather forecasting;Storm;Extratropical cyclone,List of meteorological phenomena
479,2018,2019,1,Gale;Weather;Anticyclone;Gale warning;Extratropical cyclone,List of meteorological phenomena
480,2018,2019,1,Meteorology;Weather;Weather forecasting;Synoptic scale meteorology;Extratropical cyclone,List of meteorological phenomena
481,2018,2100,1,Derecho;Maximum sustained wind,
482,2018,2100,1,Freezing rain;Surface temperature inversion,
483,2018,2100,1,Tropical cyclone;Maximum sustained wind,
484,2018,2100,1,Tropical cyclone;Hypercane,
485,2018,2100,1,Tropical cyclone;Invest (meteorology),
486,2018,2100,1,Tropical cyclone;Subtropics,
487,2018,2100,1,National Hurricane Center;Invest (meteorology),
488,2018,2100,1,National Hurricane Center;Radius of outermost closed isobar,
489,2018,2100,1,Weather satellite;Maximum sustained wind,
490,2018,2100,1,Contour line;Radius of outermost closed isobar,
491,2019,2100,1,Atmospheric sciences;Topography,
492,2019,2100,1,Atmospheric sciences;Radiosonde,
493,2019,2020,1,Meteorology;Convection;Atmosphere;Temperature;Planetary boundary layer;Mesosphere;Atmospheric sciences;Troposphere,List of basic earth science topics
494,2019,2100,1,Atmospheric sciences;Radiant energy,
495,2019,2100,1,Atmospheric sciences;Oxygen,
496,2019,2100,1,Atmospheric sciences;American Geophysical Union,
497,2019,2100,1,List of meteorological phenomena;Dusk,
498,2019,2100,1,List of meteorological phenomena;Pressure gradient force,
499,2019,2100,1,List of meteorological phenomena;Glossary of climate change,
500,2019,2100,1,Topography;Aerology,
501,2019,2100,1,Radiosonde;Aerology,
502,2019,2100,1,Storm surge;Effect of Hurricane Katrina on New Orleans,
503,2019,2100,1,Convection;Aerology,
504,2019,2100,1,Aerology;Radiant energy,
505,2019,2100,1,Aerology;Oxygen,
506,2019,2100,1,Ionosphere;Constellation Observing System for Meteorology, Ionosphere, and Climate,
507,2019,2100,1,Lunar phase;Occultation,
508,2020,2100,1,Earth's atmosphere;Atmospheric Model Intercomparison Project,
509,2020,2100,1,Earth's atmosphere;Economics of global warming,
510,2020,2100,1,Earth's atmosphere;Lunar eclipse,
511,2020,2100,1,Earth's atmosphere;Global Atmosphere Watch,
512,2020,2100,1,American Meteorological Society;Certified Consulting Meteorologist,
513,2020,2021,1,American Meteorological Society;Meteorology;List of meteorological phenomena;Tropical cyclone prediction model,Cyclone
514,2020,2100,1,American Meteorological Society;Tornado Warning,
515,2020,2100,1,Ceiling balloon;Balloon (aircraft),
516,2020,2024,1,Lifted index;Atmospheric convection;Cloud base;Cloud;Temperature;Air parcel;Convective condensation level;Convective inhibition;Troposphere,Free convective layer
517,2020,2100,1,Equivalent temperature;Air parcel,
518,2020,2100,1,Weather front;Climate of Antarctica,
519,2020,2100,1,Geostrophic wind;Isobar (meteorology),
520,2020,2100,1,Hydrosphere;List of basic earth science topics,
521,2020,2024,1,Lifted index;Atmospheric convection;Temperature;Air parcel;Convective inhibition,Free convective layer
522,2020,2100,1,Mesoscale convective vortex;Miami tornadoes of 2003,
523,2020,2100,1,Numerical weather prediction;Solar radiation,
524,2020,2100,1,Equator;Celestial horizon,
525,2020,2100,1,Equator;Clime,
526,2020,2100,1,Equator;D region,
527,2020,2100,1,Equator;Frost creep,
528,2020,2100,1,Equator;Subtropics,
529,2020,2100,1,Equator;List of Category 5 Pacific hurricanes,
530,2020,2100,1,Equator;List of Northern Indian Ocean tropical cyclone seasons,
531,2020,2100,1,Equator;Night sky,
532,2020,2100,1,Equator;Megathermal,
533,2020,2100,1,Equator;Tropical Ocean-Global Atmosphere program,
534,2020,2100,1,Potential temperature;Air parcel,
535,2020,2100,1,Specific humidity;Mixed layer,
536,2020,2100,1,Tornado climatology;Solar radiation,
537,2020,2100,1,Tropical cyclogenesis;Madden–julian oscillation,
538,2020,2100,1,Wind speed;Isobar (meteorology),
539,2020,2100,1,Buoyancy;Balloon (aircraft),
540,2020,2100,1,Buoyancy;Hydrometer,
541,2020,2100,1,Contrail;Nephology,
542,2020,2100,1,Climate engineering;Solar radiation,
543,2020,2100,1,Climate Monitoring and Diagnostics Laboratory;Solar radiation,
544,2020,2100,1,Solar radiation;Cloud albedo,
545,2020,2100,1,Solar radiation;Solar cycle,
546,2020,2100,1,Solar radiation;Typical meteorological year,
547,2020,2100,1,Madden–julian oscillation;Tropical Ocean-Global Atmosphere program,
548,2020,2100,1,Nasa Earth Observatory;Nephology,
549,2020,2100,1,Nasa Earth Observatory;Cloud street,
550,2020,2100,1,Nasa Earth Observatory;Little Ice Age,
551,2020,2100,1,Ice age;Little Ice Age,
552,2020,2100,1,Instrumental temperature record;In situ,
553,2020,2100,1,Extremes on Earth;Temperature extremes,
554,2020,2100,1,Polarization (waves);Magnetic storm,
555,2020,2100,1,Solar proton event;Magnetic storm,
556,2020,2100,1,Saffir-simpson Hurricane Scale;North Atlantic tropical cyclone,
557,2020,2100,1,Saffir-simpson Hurricane Scale;1997 Miami Tornado,
558,2020,2100,1,Saffir-simpson Hurricane Scale;National Weather Service bulletin for New Orleans region,
559,2020,2100,1,Growing degree day;Growing season,
560,2020,2100,1,Oceanic climate;Mediterranean climate,
561,2020,2100,1,Irradiance;Uv index,
562,2020,2100,1,In situ;Tornado intensity and damage,
563,2020,2100,1,List of basic earth science topics;Paleotempestology,
564,2020,2100,1,Radiative cooling;Typical meteorological year,
565,2020,2100,1,Satellite temperature measurements;Radiance,
566,2021,2100,1,Atmosphere;Microscale meteorology,
567,2021,2023,1,Thunderstorm;Middle latitudes;Weather front;Extratropical cyclone;Troposphere,Positive streamer
568,2021,2100,1,Atmospheric pressure;List of notable tropical cyclones,
569,2021,2100,1,Weather radar;Forensic meteorology,
570,2021,2100,1,Cyclone;National Snow and Ice Data Center,
571,2021,2100,1,Freezing rain;Ice Accretion Indicator,
572,2021,2100,1,Frontogenesis;Bomb (meteorology),
573,2021,2100,1,Frost;Ice Accretion Indicator,
574,2021,2100,1,Tropical cyclone;List of notable tropical cyclones,
575,2021,2100,1,Supercell;Mammatus cloud,
576,2021,2100,1,Equator;Middle latitudes,
577,2021,2100,1,Equator;List of notable tropical cyclones,
578,2021,2100,1,Surface weather observation;Forensic meteorology,
579,2021,2100,1,World Meteorological Organization;Cumulus castellanus cloud,
580,2021,2100,1,Cumulus cloud;Cumulus castellanus cloud,
581,2022,2100,1,Cloud cover;Insolation,
582,2022,2100,1,Heat wave;High pressure area,
583,2022,2100,1,Moisture;Insolation,
584,2022,2100,1,Equator;Polar easterlies,
585,2022,2100,1,Precipitation;Climate of Antarctica,
586,2022,2100,1,Precipitation;European Severe Storms Laboratory,
587,2022,2100,1,Relative humidity;High pressure area,
588,2022,2100,1,Severe weather;Cooperative Institute for Meteorological Satellite Studies,
589,2022,2100,1,National Climatic Data Center;Local storm report,
590,2022,2023,1,Polar region;Sunlight;Insolation;Solar radiation,Effect of sun angle on climate
591,2022,2100,1,Insolation;Solar furnace,
592,2022,2100,1,Contour line;High pressure area,
593,2022,2100,1,North Pole;Polar easterlies,
594,2022,2100,1,Solar radiation;High pressure area,
595,2022,2100,1,Cooperative Institute for Meteorological Satellite Studies;Space Science and Engineering Center,
596,2023,2100,1,Sun;Thermal equator,
597,2023,2100,1,Atmospheric convection;Pyrocumulus,
598,2023,2100,1,Topography;Impluvium (hydrology),
599,2023,2024,1,Lifted index;Maximum parcel level;Level of free convection;Cloud base;Cloud;Earth's atmosphere;Temperature;Troposphere,Free convective layer
600,2023,2100,1,Severe weather terminology (United States);Lake effect snow,
601,2023,2100,1,Equivalent potential temperature;Annular hurricane,
602,2023,2100,1,Firestorm;Pyrocumulus,
603,2023,2100,1,Lapse rate;Lake effect snow,
604,2023,2100,1,Lightning;Lake effect snow,
605,2023,2100,1,Mesolow;Mesovortex,
606,2023,2100,1,Moisture;Pyrocumulus,
607,2023,2100,1,National Hurricane Center;Annular hurricane,
608,2023,2100,1,National Hurricane Center;Tropical waves,
609,2023,2100,1,National Oceanic and Atmospheric Administration;Lightning safety,
610,2023,2100,1,Orographic lift;Lake effect snow,
611,2023,2100,1,Equator;Thermal equator,
612,2023,2100,1,Precipitation;Impluvium (hydrology),
613,2023,2100,1,Quantitative precipitation forecast;Planetary boundary layer,
614,2023,2100,1,Rain shadow;Lake effect snow,
615,2023,2100,1,Relative humidity;Positive streamer,
616,2023,2100,1,National Climatic Data Center;Lake effect snow,
617,2023,2100,1,Atmospheric thermodynamics;Maximum parcel level,
618,2023,2100,1,Wind shear;Lake effect snow,
619,2023,2100,1,Winter storm;Positive streamer,
620,2023,2100,1,Planetary boundary layer;Lake effect snow,
621,2023,2100,1,Insolation;Potential evaporation,
622,2023,2100,1,Annular hurricane;Infrared,
623,2023,2100,1,Ozone;Positive streamer,
624,2023,2024,1,Lifted index;Maximum parcel level;Cloud base;Cloud;Temperature;Convective available potential energy;Buoyancy;Convective inhibition;Troposphere,Free convective layer
625,2023,2100,1,Nitrogen cycle;Positive streamer,
626,2023,2024,1,Lifted index;Cloud;Temperature;Cumulonimbus cloud;Troposphere;Equilibrium level,Free convective layer
627,2023,2100,1,Cloud condensation nuclei;Pyrocumulus,
628,2023,2100,1,Cloud suck;Low pressure area,
629,2023,2100,1,Low pressure area;Met Office,
630,2023,2100,1,Saffir-simpson Hurricane Scale;Tropical waves,
631,2023,2100,1,Smoke;Pyrocumulus,
632,2023,2100,1,Fulgurite;Positive streamer,
633,2023,2100,1,Impluvium (hydrology);Isohyet,
634,2023,2100,1,Storm drain;Stormwater,
635,2024,2100,1,Mixed layer;Free convective layer,
636,460,2019,2,Meteorology;Climatology;Climate;Temperature;Surface weather observation;Weather forecasting,List of meteorological phenomena
637,1645,1985,2,Ionosphere;Magnetosphere;D region;Geomagnetic storm;Space weather;Solar variation,Aurora (astronomy)
638,1859,1985,2,Solar flare;Ionosphere;Magnetosphere;Sun;Solar wind;Magnetic storm;Space weather;Solar variation,Aurora (astronomy)
639,1951,2100,2,National Weather Service;Tornado;Tornado Warning,
640,1952,2100,2,Storm Prediction Center;Tornado;Miami tornadoes of 2003,
641,1981,2100,2,Lenticular cloud;Polar stratospheric cloud;Nephology,
642,2013,2100,2,Dew point;Water vapor;Nephology,
643,2017,2100,2,Tropical cyclone;Cape Verde-type hurricane;North Atlantic tropical cyclone,
644,2018,2100,2,Atmospheric convection;Thunderstorm;Surface temperature inversion,
645,2019,2100,2,List of meteorological phenomena;Weather;Climate,
646,2019,2100,2,List of meteorological phenomena;Extratropical cyclone;Dew point,
647,2019,2100,2,List of meteorological phenomena;Anabatic wind;Rain,
648,2019,2100,2,List of meteorological phenomena;Atmospheric convection;Lapse rate,
649,2019,2100,2,List of meteorological phenomena;Cloud;Evaporation,
650,2019,2100,2,List of meteorological phenomena;Storm Prediction Center;National Oceanic and Atmospheric Administration,
651,2019,2021,2,Tornado;Hail;Atmospheric convection;Thunderstorm;List of meteorological phenomena;Storm Prediction Center;Extratropical cyclone;Miami tornadoes of 2003,Severe weather
652,2019,2100,2,List of meteorological phenomena;Extreme weather;Heat wave,
653,2019,2100,2,List of meteorological phenomena;Fog;Haze,
654,2019,2100,2,List of meteorological phenomena;Water cycle;Rain,
655,2019,2100,2,List of meteorological phenomena;Lenticular cloud;Pileus (meteorology),
656,2019,2100,2,List of meteorological phenomena;National Oceanic and Atmospheric Administration;Thunderstorm,
657,2019,2100,2,List of meteorological phenomena;Tropical cyclone scales;World Meteorological Organization,
658,2019,2100,2,Weather;Climate change;Aerology,
659,2020,2100,2,List of meteorological phenomena;Weather;American Meteorological Society,
660,2020,2100,2,Earth's atmosphere;Ozone depletion;Ozone,
661,2020,2100,2,Earth's atmosphere;Water vapor;Convection,
662,2020,2100,2,Earth's atmosphere;Oxygen;D region,
663,2020,2100,2,Weather;American Meteorological Society;Nephology,
664,2020,2100,2,Mesosphere;Ionosphere;List of basic earth science topics,
665,2020,2100,2,Noctilucent cloud;Equator;Nephology,
666,2020,2100,2,Equator;Tornado;Nephology,
667,2021,2100,2,Cyclone;Tropical cyclone;Tropical cyclone prediction model,
668,2022,2100,2,Atmosphere;Water cycle;Precipitation,
669,2022,2100,2,Atmosphere;Precipitation;Nephology,
670,2022,2100,2,American Meteorological Society;Precipitation;Nephology,
671,2022,2100,2,Anticyclone;Cyclone;High pressure area,
672,2022,2100,2,Cyclone;Mesoscale meteorology;High pressure area,
673,2022,2100,2,Cyclone;Wind;High pressure area,
674,2022,2100,2,Fog;Haze;High pressure area,
675,2022,2100,2,Geostrophic wind;Synoptic scale meteorology;High pressure area,
676,2022,2100,2,Geostrophic wind;Wind;High pressure area,
677,2022,2100,2,Hail;Precipitation;Nephology,
678,2022,2100,2,Lightning;Storm;Cumulonimbus cloud,
679,2022,2100,2,Lightning;Storm chasing;Cumulonimbus cloud,
680,2022,2100,2,Lightning;Cumulonimbus cloud;Nephology,
681,2022,2100,2,Supercell;Squall line;Cumulonimbus cloud,
682,2022,2100,2,Pileus (meteorology);Cumulonimbus cloud;Nephology,
683,2022,2100,2,Storm;Tornado;Cumulonimbus cloud,
684,2022,2100,2,Storm;Wind;High pressure area,
685,2022,2100,2,Storm chasing;Tornado;Cumulonimbus cloud,
686,2022,2100,2,Storm chasing;Local storm report;Tornado Warning,
687,2023,2100,2,Extratropical cyclone;Storm surge;Low pressure area,
688,2023,2100,2,Cloud cover;Surface weather analysis;Low pressure area,
689,2023,2100,2,Derecho;Outflow boundary;Mesovortex,
690,2023,2100,2,Geostrophic wind;Wind;Low pressure area,
691,2023,2100,2,Tropical cyclone;Thunderstorm;Mesovortex,
692,2023,2024,2,Level of free convection;Atmospheric convection;Thunderstorm;Convective available potential energy;Air parcel;Convective inhibition;Equilibrium level,Free convective layer
693,2023,2100,2,Mesocyclone;Mesoscale meteorology;Mesovortex,
694,2023,2100,2,Mesoscale convective complex;Mesoscale meteorology;Mesovortex,
695,2023,2100,2,Mesoscale convective complex;Tornado;Mesovortex,
696,2023,2100,2,Mesoscale meteorology;Outflow boundary;Mesovortex,
697,2023,2100,2,National Weather Service;Tornado;Low pressure area,
698,2023,2100,2,Surface weather analysis;Synoptic scale meteorology;Mesovortex,
699,2023,2100,2,Tornado;Cumulonimbus cloud;Positive streamer,
700,2023,2100,2,Wind;Low pressure area;Miami tornadoes of 2003,
701,2023,2100,2,Cumulus cloud;Cumulonimbus cloud;Pyrocumulus,
702,2024,2100,2,Atmospheric convection;Dew point;Free convective layer,
703,2024,2100,2,Atmospheric convection;Thunderstorm;Free convective layer,
704,2024,2100,2,Cloud;Cumulus cloud;Free convective layer,
705,2024,2100,2,Level of free convection;Lifted condensation level;Free convective layer,
